Temp [C],Umid. Relativa,Vazão [m3/min],Pres. Total [Pa],Pres. Estatica [Pa],Pres. Dinâmica [Pa],Pres. Placa o. [Pa],Teste
23.752,57.209,1.862,2378.031,2228.863,149.168,1107.373,10
23.764,57.172,1.864,2363.819,2216.311,147.508,1194.043,10
23.773,57.148,1.865,2348.954,2203.173,145.781,1284.375,10
23.78,57.133,1.867,2333.506,2189.384,144.122,1255.078,10
23.787,57.122,1.868,2317.173,2174.595,142.578,1307.568,10
23.795,57.127,1.869,2299.684,2158.501,141.183,1331.982,10
23.8,57.156,1.869,2281.45,2141.477,139.973,1250.195,10
23.803,57.214,1.87,2262.451,2123.45,139.001,1345.41,10
23.812,57.29,1.871,2242.774,2104.454,138.32,1302.685,11
23.829,57.364,1.872,2222.629,2084.71,137.919,1362.5,11
23.854,57.425,1.874,2201.475,2063.671,137.804,1272.168,11
23.886,57.463,1.877,2179.009,2041.033,137.976,1377.148,11
23.922,57.484,1.882,2156.706,2018.275,138.431,1297.802,11
23.962,57.499,1.887,2135.486,1996.244,139.242,1322.216,11
24.008,57.504,1.892,2115.261,1974.907,140.354,1203.808,11
24.059,57.487,1.897,2096.359,1954.692,141.667,1263.623,11
24.108,57.447,1.901,2079.104,1936.04,143.064,1165.966,11
24.152,57.391,1.903,2063.77,1919.416,144.354,1267.285,11
24.191,57.328,1.904,2050.679,1905.234,145.445,1236.767,11
24.221,57.27,1.902,2040.125,1893.84,146.285,1248.974,11
24.242,57.238,1.898,2031.589,1884.797,146.792,1300.244,11
24.256,57.233,1.893,2024.567,1877.63,146.937,1347.851,11
24.26,57.248,1.889,2019.24,1872.392,146.848,1311.23,11
24.259,57.287,1.885,2016.065,1869.406,146.659,1248.974,11
24.254,57.35,1.881,2015.535,1869.156,146.379,1310.009,11
24.25,57.43,1.879,2016.882,1870.929,145.953,894.97,11
24.253,57.524,1.876,2019.338,1873.966,145.372,1353.955,11
24.261,57.622,1.873,2022.963,1878.271,144.692,1313.671,11
,,1.871,2027.773,1883.81,143.963,1347.851,11
